recno,LQAC,Flag,OName,Nature,RAOdeg,DEOdeg,Source,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Plx,e_Plx,pmRA*,e_pmRA*,pmDE,e_pmDE,Ref,GAIA,z,Gmag2,BPmag,RPmag,umag_1,Bmag_1,Gmag1,Vmag,gmag_1,rmag_1,imag_1,zmag_1,Jmag,Kmag,W1mag,W2mag,W3mag,W4mag,S1_4,S2_3,S5_0,S8_4,S23,I1B,I2B,I3B,I1R,I2R,I3R,I1I,I2I,I3I,BMAG_1a,IMAG_1a,uMAG_1a,gMAG_1a,rMAG_1a,iMAG_1b,zMAG_1a,iers_name,source_id,Separation
260521,LQAC_160+024_006,3,TEX 1040+244,ICRF2,160.787649042,24.143169269,DR2,160.787649126,24.1431693056,0.148,0.248,-0.284,0.271,0.321,0.382,-0.178,0.511,ABCDE----JKL-,DR12,0.56,18.166,18.561,17.32,18.256,18.66,18.405,17.12,17.677,17.185,16.821,16.517,16.75,14.951,12.271,11.31,9.63,7.26,0.37,0.587,0.328,0.827,,1.0,1.6,0.1,0.1,0.2,0.5,,,,-23.917,-25.423,-26.049,-26.252,-26.572,-26.733,-27.051,1040+244,723314686405147776,3.0574594356257124E-4
236556,LQAC_153+023_009,3,PKS 1011+23,ICRF2,153.696106069,23.021269685,DR2,153.6961062575,23.0212696113,0.129,0.135,0.004,0.154,-0.137,0.229,0.109,0.243,ABCDE---IJKL-,DR12,0.5662,17.357,17.459,17.072,17.66,17.5,17.407,17.5,17.43,17.554,17.483,17.54,15.869,14.434,12.956,12.009,9.33,6.777,,0.626,1.3,0.712,,0.2,0.1,0.2,0.2,0.7,0.2,0.0,0.2,0.1,-25.083,-24.78,-25.258,-25.129,-25.342,-25.089,-25.374,1012+232,725384929361390336,6.785094701315164E-4
245066,LQAC_156+023_004,3,RXS J10249+2332,ICRF2,156.223488934,23.542767497,DR2,156.2234886811,23.5427677217,0.141,0.128,-5.654,0.164,0.674,0.235,0.197,0.215,AB--E----JKL-,DR12,0.1646,17.451,17.665,16.445,18.736,17.73,17.193,17.09,18.039,17.366,17.011,16.669,14.971,13.47,12.2,11.216,8.445,6.218,0.125,0.137,0.135,0.182,,2.5,0.7,0.7,1.8,0.9,0.7,1.0,0.3,0.1,-21.843,-23.016,-23.176,-23.19,-23.327,-23.512,-23.815,1022+237,725652454284817152,0.0011624874772623015
235777,LQAC_153+024_006,3,B2 1011+25,ICRF2,153.472619862,24.821233547,DR2,153.4726199491,24.8212335729,0.085,0.063,-0.059,0.098,0.055,0.116,-0.294,0.114,ABCDE--HIJKL-,DR12,1.6342,16.227,16.444,15.732,16.691,16.65,16.13,15.4,16.545,16.351,16.082,16.03,15.03,13.896,12.874,11.789,8.974,6.875,0.6,0.572,0.8,0.82,,0.5,0.7,0.2,0.3,0.0,0.3,0.5,0.0,0.3,-28.808,-28.552,-29.438,-29.516,-29.931,-29.644,-29.947,1011+250,726636590205957248,2.9955617073476056E-4
274508,LQAC_164+028_015,3,FIRST J10584+2817,RADIO,164.624562371,28.296170144,DR2,164.6245622678,28.2961701201,0.08,0.077,-0.09,0.089,0.327,0.192,-0.031,0.185,-B--E----JKL-,DR12,0.47927,17.086,17.229,16.408,19.449,18.73,17.599,19.37,18.944,18.495,18.165,17.857,16.606,14.976,14.181,13.176,10.443,8.182,0.091,0.059,0.175,0.073,,,,,,,,,,,-23.426,-23.684,-24.223,-24.418,-24.689,-24.934,-25.252,1055+285,730687942661516416,3.384172733002165E-4
281203,LQAC_166+028_006,3,87GB 11034+2829,ICRF2,166.530257164,28.213073589,DR2,166.530257192,28.2130734813,0.367,0.505,-0.582,0.508,1.052,1.358,-0.302,2.109,ABCDE----JKL-,DR12,0.8473,19.353,19.565,18.884,19.129,19.9,19.438,18.75,18.6,18.134,17.815,17.516,17.032,15.19,13.467,12.308,8.743,6.323,,0.214,,0.224,,0.3,2.0,0.1,1.3,1.1,0.0,0.6,0.3,0.3,-23.885,-25.477,-26.424,-26.617,-26.875,-27.142,-27.46,1103+284,731994059396426368,3.9756865843453633E-4
278701,LQAC_165+030_006,3,CSO   66,ICRF2,165.80542458,30.245195017,DR2,165.8054245427,30.245194909,0.239,0.467,0.6,0.375,0.424,0.422,0.156,0.545,ABCDE--H-JKL-,DR2,0.3842,18.25,18.306,17.602,18.475,17.65,,18.17,18.393,18.48,18.378,17.792,16.552,15.017,13.615,12.52,9.882,7.476,0.109,0.158,0.186,0.309,,0.2,0.1,0.6,0.4,0.1,0.7,0.9,0.7,0.7,-23.952,-23.023,-23.234,-23.289,-23.614,-23.49,-23.792,1100+305,733542034329053568,4.0564889451762294E-4
269440,LQAC_163+033_006,3,CSO  296,RADIO,163.208584367,33.918064131,DR2,163.2085848001,33.9180627791,0.075,0.083,-0.047,0.09,-0.107,0.142,0.168,0.147,-B--E--H-JKL-,DR12,1.4068,16.766,16.977,16.32,17.484,16.95,16.695,17.26,17.344,16.988,16.898,16.885,16.197,15.062,13.68,12.423,9.667,7.515,0.013,0.031,0.068,0.013,,0.2,0.8,1.1,0.0,2.3,0.2,1.0,0.0,0.4,-28.089,-27.378,-28.183,-28.26,-28.676,-28.389,-28.692,1050+341,738148202070699392,0.005035757755652955
267751,LQAC_162+034_013,3,B2 1048+34,ICRF2,162.742178962,34.503039038,DR2,162.742178322,34.5030386516,1.112,1.413,1.548,1.629,2.002,1.781,-6.638,1.839,AB-D----I-KL-,DR2,2.52,20.599,20.309,20.182,20.5,20.67,,20.45,,19.86,,,,,16.959,15.605,11.83,9.029,0.547,0.547,0.29,0.248,,0.7,0.3,0.4,,,,1.5,2.0,1.8,-26.014,,,,,,,1048+347,738378339303790720,0.0023537240219871905
243138,LQAC_155+030_011,3,B2 1019+30,ICRF2,155.62624342,30.684754653,DR2,155.626243013,30.6847552281,0.133,0.134,0.044,0.145,-0.139,0.236,0.208,0.256,ABCDE--HIJKL-,DR12,1.3179,17.51,17.685,17.064,17.472,17.32,17.407,16.75,17.417,17.212,17.134,17.165,16.461,15.213,14.206,12.91,10.096,7.597,0.9,0.726,0.55,0.238,,1.2,0.2,0.6,0.5,0.1,0.2,0.5,0.5,0.1,-27.587,-27.018,-27.764,-27.842,-28.257,-27.97,-28.273,1019+309,741918702320562560,0.0024236562367180355
223786,LQAC_150+029_001,3,SDSS J10011+2911,ICRF2,150.292523458,29.193760116,DR2,150.2925233804,29.1937601297,0.129,0.155,-0.092,0.194,-0.149,0.274,0.002,0.274,ABCDE----JKL-,DR12,0.086,18.766,19.183,17.924,18.55,18.21,18.423,17.54,,16.29,17.36,,16.7,14.528,12.064,10.988,8.761,6.484,,0.242,,0.215,,1.1,0.1,0.1,1.0,1.3,1.4,1.2,0.1,0.2,-19.826,-20.204,,,,,,0958+294,743736465624044160,2.487425378731697E-4
233075,LQAC_152+033_008,3,TEX 1007+337,ICRF2,152.715954199,33.504933478,DR2,152.7159541098,33.5049337887,0.474,0.531,-0.63,0.583,0.177,0.832,-0.512,0.894,AB-D------KL-,DR12,2.067,19.886,20.021,19.412,19.52,19.88,19.815,18.68,,19.37,17.94,,,,15.987,14.795,11.812,8.437,0.21,0.236,0.299,0.278,,0.5,0.2,0.7,0.1,1.3,0.2,0.6,0.9,0.5,-26.116,-27.309,,,,,,1007+337,746424019934920832,0.001150206633820902
226615,LQAC_150+032_041,3,B2 1001+32A,ICRF2,150.989852728,32.734317294,DR2,150.9898527397,32.7343170797,0.425,0.313,-0.311,0.514,-0.742,0.623,0.107,0.497,ABCDE-----KL-,DR12,1.6867,19.334,19.521,18.852,19.355,19.04,19.138,18.8,19.147,19.152,18.912,18.88,,,15.693,14.606,11.665,8.428,0.422,0.286,0.371,0.105,,0.4,0.5,0.2,1.2,0.7,0.6,0.8,0.5,0.1,-26.375,-25.748,-26.641,-26.718,-27.133,-26.847,-27.15,1001+329,746693258549535744,7.723979660786867E-4
221024,LQAC_149+032_037,3,3C 232,ICRF2,149.58729013,32.40061376,DR2,149.5872901915,32.4006137013,0.039,0.037,-0.13,0.051,0.042,0.07,-0.016,0.067,ABC-E--HIJKL-,DR12,0.5302,15.521,15.595,15.202,16.377,15.81,15.48,15.78,16.062,16.024,15.867,15.867,14.945,13.76,12.726,11.861,9.21,6.713,1.5,0.856,1.1,0.732,0.9,0.2,0.5,0.6,0.5,0.8,0.2,0.4,0.9,0.4,-26.558,-26.204,-26.479,-26.534,-26.859,-26.735,-27.037,0955+326,746772668199889536,2.819341122171986E-4
253646,LQAC_158+035_010,3,CSO  276,RADIO,158.795796158,35.172124036,DR2,158.7957961943,35.1721243521,0.136,0.185,-0.094,0.185,-0.186,0.245,-0.264,0.31,-B--E--H-JKL-,DR2,1.9614,17.869,18.018,17.431,18.049,17.1,,17.93,18.083,18.022,17.776,17.637,16.769,15.727,14.663,13.429,10.265,8.785,0.023,0.029,0.031,0.044,,1.2,0.5,0.5,1.1,0.0,0.1,0.0,0.9,0.0,-28.774,-27.325,-28.306,-28.384,-28.799,-28.512,-28.815,1032+354,751087113172272640,0.0011429828250736805
242131,LQAC_155+034_003,3,B2 1018+34,ICRF2,155.322811238,34.622684686,DR2,155.3228112586,34.6226847753,0.097,0.102,0.123,0.16,0.08,0.207,0.149,0.188,ABCDE--HIJKL-,DR12,1.4058,17.358,17.512,16.974,17.614,17.34,17.45,17.75,17.582,17.375,17.344,17.354,16.429,15.456,14.302,12.969,9.928,7.652,0.392,0.512,0.51,0.45,,0.8,0.0,0.5,0.5,1.6,0.2,1.0,1.2,0.1,-27.682,-26.923,-27.717,-27.795,-28.21,-27.923,-28.226,1018+348,752369010586632320,3.273480069292473E-4
235722,LQAC_153+034_006,3,OL 318,ICRF2,153.456725141,34.764106533,DR2,153.4567252395,34.7641064176,0.226,0.253,0.41,0.297,0.38,0.429,0.16,0.422,ABCDE---I-KL-,DR2,1.4101,18.8,18.936,18.27,19.284,20.17,,19.8,19.16,18.814,18.711,18.678,,,14.143,13.016,9.557,7.35,0.5,0.435,0.41,0.482,,0.3,0.8,1.2,1.2,0.3,0.3,0.7,0.8,1.2,-24.855,-25.56,-26.376,-26.454,-26.869,-26.582,-26.885,1010+350,753244599799631616,5.073194638232962E-4
239560,LQAC_154+035_009,3,B2 1015+35B,ICRF2,154.545783712,35.710955786,DR2,154.5457837613,35.7109557632,0.109,0.145,0.166,0.235,0.016,0.25,0.309,0.219,ABCDE--HI-KL-,DR12,1.228,17.77,17.864,17.386,18.352,18.09,17.749,19.0,18.275,17.907,17.855,17.942,,,14.504,13.192,10.341,7.967,0.8,0.775,0.9,1.07,,0.8,0.6,0.3,0.7,0.2,0.2,0.8,1.8,1.0,-26.563,-26.108,-26.822,-27.02,-27.798,-26.694,-26.996,1015+359,753415535202884352,1.6598278469774107E-4
254223,LQAC_158+037_014,3,B3 1032+382,RADIO,158.963196117,37.944919606,DR2,158.9631962434,37.9449200583,0.071,0.118,-0.23,0.117,-0.223,0.129,0.058,0.162,-B--E--H-JKL-,DR12,1.5143,16.941,17.143,16.514,17.604,16.29,16.902,,17.246,16.961,16.809,16.822,16.314,15.432,14.082,12.838,9.903,7.676,0.054,0.037,0.034,0.042,,0.6,0.3,0.6,0.6,0.5,0.1,1.9,0.8,0.3,-28.906,-27.586,-28.685,-28.763,-29.178,-28.891,-29.194,1032+382,754974608331300096,0.0016672318835993366
243699,LQAC_155+039_009,3,B2 1020+40,ICRF2,155.798190257,39.804273728,DR2,155.7981902803,39.8042736613,0.12,0.12,0.045,0.114,0.482,0.198,0.066,0.23,ABCDE--HIJKL-,DR12,1.254,17.532,17.711,17.185,18.398,17.29,17.604,17.5,18.328,18.021,17.988,18.073,15.91,14.118,14.645,13.429,10.186,7.723,1.079,0.794,0.866,0.787,,1.3,0.1,1.3,0.2,0.5,0.6,0.7,1.5,0.7,-27.425,-26.025,-26.792,-27.157,-28.141,-26.58,-26.898,1020+400,756029731472171648,2.4848906823592886E-4
286770,LQAC_168+034_002,3,GB2 1109+350,ICRF2,168.161538094,34.777530453,DR2,168.1615379996,34.7775303675,0.38,0.387,-0.041,0.413,-0.438,0.762,-0.584,0.739,ABCDE---I-KL-,DR12,1.9495,19.104,19.167,18.624,19.303,18.83,18.99,18.5,19.452,19.296,19.01,18.866,,,14.151,12.947,9.561,7.152,0.188,0.229,0.211,0.169,,1.0,0.1,0.7,0.2,0.1,0.1,0.6,0.1,1.1,-27.009,-26.062,-27.056,-27.134,-27.549,-27.262,-27.565,1109+350,758710134661974528,4.1557551419203E-4
300028,LQAC_171+036_011,3,CGRaBS J1127+3620,ICRF2,171.995295082,36.341208731,DR2,171.9952948662,36.3412089889,0.543,0.916,-0.637,1.03,-2.62,1.276,4.301,2.389,AB-DE-----KL-,DR12,0.884,19.843,19.821,19.421,21.244,18.47,19.688,17.97,20.648,20.531,20.532,20.371,,,15.085,14.017,11.209,8.736,0.08,0.208,0.236,0.168,,0.1,0.9,0.9,,,,,,,-25.404,-22.844,-23.541,-23.581,-23.837,-23.829,-24.132,1125+366,760593765584040192,0.0011195721479245902
279741,LQAC_166+038_004,3,MARK  421,ICRF2,166.113808089,38.208833073,DR2,166.1138080401,38.2088330766,0.025,0.032,-0.025,0.042,0.007,0.048,0.048,0.058,ABCD----IJKL-,DR12,0.03,12.814,12.923,12.283,13.78,14.33,12.436,13.82,,8.31,8.93,,12.004,10.959,9.283,8.737,7.181,5.412,0.6,0.422,0.6,0.374,,1.3,0.3,1.6,1.0,0.9,0.5,1.0,0.9,0.1,-21.33,-26.627,,,,,,1101+384,763335402123160576,1.3892889482135012E-4
302562,LQAC_172+038_010,3,S4 1128+38,ICRF2,172.722010883,38.255151943,DR2,172.7220108314,38.2551520097,0.169,0.224,0.04,0.248,-0.163,0.292,-1.739,0.608,ABCDE-----KL-,DR12,1.7414,18.394,18.609,17.883,19.011,19.28,18.403,19.07,18.829,18.753,18.434,18.425,,,14.394,13.102,10.234,7.651,0.84,0.726,1.1,0.913,,0.2,0.5,0.0,0.7,0.4,0.3,0.9,0.3,0.9,-26.264,-26.328,-27.223,-27.301,-27.716,-27.429,-27.732,1128+385,766865586071262336,2.8097678700943776E-4
309465,LQAC_174+040_011,3,TEX 1136+408,ICRF2,174.761392647,40.548567056,DR2,174.7613925689,40.5485670004,0.249,0.196,-0.086,0.298,-0.047,0.407,0.169,0.428,ABCDE-----KL-,DR12,2.3659,19.209,19.279,18.783,20.55,19.84,19.117,19.08,19.966,19.923,19.859,19.686,,,16.399,15.135,11.735,8.735,0.393,0.47,0.273,0.272,,0.0,2.6,0.6,0.2,2.3,0.8,,,,-26.637,-25.779,-26.806,-26.883,-27.298,-27.012,-27.314,1136+408,767545908886972928,2.92750356978988E-4
316630,LQAC_176+039_016,3,S4 1144+40,ICRF2,176.742907985,39.976195695,DR2,176.742908036,39.9761956173,0.095,0.14,-0.08,0.203,-0.06,0.147,-1.073,0.328,ABCDE----JKL-,DR12,1.088,18.058,18.316,17.58,18.932,18.47,17.828,18.13,18.643,18.305,18.295,18.315,15.372,13.53,12.483,11.382,8.547,6.136,1.1,0.601,1.3,0.807,,0.8,0.0,0.3,0.6,0.3,0.9,0.9,1.0,1.2,-25.896,-25.446,-26.301,-26.373,-27.117,-25.788,-26.072,1144+402,768184901236813952,3.131720740385101E-4
322658,LQAC_178+040_011,3,B3 1151+408,ICRF2,178.477745752,40.614616336,DR2,178.4777457694,40.6146164547,0.265,0.236,0.384,0.361,0.182,0.425,-0.227,0.48,ABCDE-----KL-,DR12,0.9283,19.284,19.481,18.664,19.785,21.43,19.159,19.36,19.532,19.264,19.221,19.036,,,14.619,13.674,10.831,8.232,1.12,1.202,0.73,0.509,,,,,0.7,0.4,1.0,0.5,1.0,0.3,-22.536,-24.246,-24.968,-25.023,-25.348,-25.224,-25.527,1151+408,768447783299978752,4.301042063118634E-4
319500,LQAC_177+043_005,3,B3 1147+438,ICRF2,177.569177854,43.534973768,DR2,177.5691782589,43.5349741162,0.41,0.389,0.414,0.588,-0.244,0.694,-1.602,0.74,AB-DE-----KL-,DR12,3.032,19.775,19.894,19.181,23.025,19.74,19.786,,19.983,20.482,20.541,20.503,,,16.519,15.3,12.065,8.735,0.172,0.217,0.197,0.106,,0.8,0.0,0.3,0.5,0.3,0.2,,,,-27.827,,-26.844,-26.922,-27.337,-27.05,-27.353,1147+438,769932570673873280,0.001639572953650122
315455,LQAC_176+044_006,3,B3 1143+446,ICRF2,176.410498201,44.339420851,DR2,176.4104967274,44.3394208314,0.378,0.311,-0.722,0.461,0.047,0.622,-0.183,0.582,ABCD-----JKL-,DR12,0.2998,19.158,19.206,17.594,18.51,19.42,18.871,18.46,,17.25,16.91,,15.597,14.024,13.645,12.81,10.026,7.692,0.327,0.097,0.226,0.072,,0.5,0.9,0.6,0.1,0.4,0.5,0.5,0.6,0.3,-21.625,-23.954,,,,,,1143+446,772897030116316032,0.0037947200930696498
285172,LQAC_167+044_004,3,B3 1107+443,ICRF2,167.693107519,44.05720144,DR2,167.6931071932,44.0572016137,0.487,0.375,-0.172,0.706,0.246,0.909,0.62,0.689,ABCD------KL-,DR2,1.693,19.337,19.468,18.942,19.45,19.93,,19.46,,19.17,,,,,15.581,14.398,11.01,8.373,0.291,0.3,0.319,0.228,,0.2,0.8,1.1,0.4,0.4,0.5,1.2,1.1,0.2,-25.503,,,,,,,1107+443,779024123086350464,0.0010493600382982906
251781,LQAC_158+041_001,3,B3 1030+415,ICRF2,158.265449451,41.268398033,DR2,158.2654493616,41.2683980467,0.224,0.17,0.23,0.284,0.214,0.396,-0.07,0.33,ABCDE--HI-KL-,DR12,1.117,18.401,18.576,17.914,19.454,18.27,18.321,18.2,19.473,19.131,19.062,19.205,,,12.886,11.679,8.435,5.826,0.6,0.318,0.6,0.659,,0.7,0.2,0.0,0.5,0.1,0.2,1.0,1.9,1.7,-26.143,-24.719,,,,,,1030+415,780534336666819200,2.467521617277E-4
256327,LQAC_159+042_006,3,J1038+427,ICRF2,159.575793769,42.745211368,DR2,159.5757937006,42.7452116374,0.954,1.443,-0.994,1.362,-1.644,1.708,-1.565,2.428,ABCD-----JKL-,DR12,0.3055,20.17,19.856,18.372,,18.72,19.925,18.39,,17.95,18.02,,16.377,14.513,14.212,13.426,10.385,8.095,,0.115,,0.244,,1.3,0.2,0.3,0.0,0.7,0.6,0.5,1.0,0.3,-22.337,-22.872,,,,,,1035+430,780731286687369600,9.865776399167795E-4
274102,LQAC_164+043_006,3,SDSS J10580+4304,ICRF2,164.512170033,43.078195945,DR2,164.5121696894,43.0781960601,0.61,0.445,0.753,0.706,-0.956,0.937,1.691,0.914,ABCDE-----K--,DR12,0.415,19.974,20.295,19.419,19.17,21.04,19.733,19.34,,19.54,,,,,15.242,14.283,11.366,8.569,0.312,0.307,,0.283,,,,,,,,,,,,,,,,,,1055+433,781542760627867904,9.941560307897112E-4
299125,LQAC_171+045_010,3,RX J11269+4516,ICRF2,171.74022911,45.268411929,DR2,171.7402291029,45.2684119388,0.045,0.056,0.272,0.119,-0.015,0.104,-0.276,0.121,ABCDE----JKL-,DR12,1.8114,17.334,17.456,16.974,17.301,17.4,17.295,17.45,17.225,17.194,17.063,17.053,16.116,15.022,13.73,12.396,9.214,7.086,0.42,0.508,0.33,0.204,,0.3,0.5,0.2,0.4,0.1,0.4,0.7,0.2,1.0,-28.221,-27.783,-28.698,-28.775,-29.191,-28.904,-29.207,1124+455,784595043562844416,3.952135337179154E-5
326487,LQAC_179+048_007,3,S4 1155+48,ICRF2,179.611539682,48.421174779,DR2,179.6115394284,48.4211748825,0.231,0.276,-0.281,0.429,0.921,0.345,0.128,0.521,ABCD------KL-,DR12,2.028,19.664,19.842,18.902,19.77,20.71,19.95,19.25,,19.69,19.34,,,,16.618,15.598,12.476,8.668,0.26,0.44,0.34,0.338,,1.1,0.6,0.1,1.3,0.3,0.1,,,,-25.26,-25.863,,,,,,1155+486,786697550319586432,7.112492998724554E-4
308856,LQAC_174+047_004,3,TEX 1135+480,ICRF2,174.588075689,47.754276968,DR2,174.5880758033,47.754276684,0.181,0.27,0.186,0.34,0.922,0.307,0.548,0.466,ABCDE-----KL-,DR12,0.7703,19.085,19.069,18.327,20.036,19.1,19.121,18.54,19.397,19.387,19.393,18.723,,,13.99,13.127,10.618,8.0,0.169,0.175,0.246,0.202,,0.5,0.0,0.6,0.8,1.4,0.3,0.1,1.0,0.1,-24.393,-23.683,-24.554,-24.904,-25.979,-23.645,-23.948,1135+480,787132334146184704,0.0010590607855967863
322216,LQAC_178+049_005,3,LB 2136,ICRF2,178.351944303,49.519119499,DR2,178.351944376,49.5191193855,0.08,0.079,0.126,0.14,-0.486,0.125,-0.246,0.154,ABCDE---IJKL-,DR12,0.334,17.396,17.395,16.703,17.309,17.8,17.171,17.5,17.441,17.386,17.427,16.756,15.803,13.812,11.744,10.639,7.553,5.209,1.6,0.824,0.5,1.119,,0.6,0.2,0.4,0.9,0.1,0.1,0.6,0.7,0.6,-23.496,-23.681,-23.876,-23.931,-24.256,-24.132,-24.435,1150+497,787795687553996416,4.428178745482269E-4
321490,LQAC_178+049_001,3,87GB 11499+4956,ICRF2,178.136962743,49.660768864,DR2,178.1369625469,49.6607688751,0.051,0.056,-0.129,0.088,0.066,0.076,-0.036,0.103,ABC-E----JKL-,DR12,1.0929,16.972,17.13,16.623,17.531,17.22,16.905,16.98,17.266,16.949,16.97,17.003,16.031,14.818,13.646,12.352,9.582,7.28,,0.115,0.177,0.559,,1.5,0.6,0.2,1.3,0.4,0.7,1.2,0.3,0.4,-27.157,-26.779,-27.646,-27.718,-28.462,-27.133,-27.417,1149+499,787895743112110720,4.5873762694890986E-4
318383,LQAC_177+052_003,3,S4 1146+53,RADIO,177.235704554,52.907034047,DR2,177.2357040785,52.9070343414,0.029,0.037,-0.011,0.056,-0.174,0.059,0.022,0.076,-BCDE----JKL-,DR12,1.6327,16.236,16.461,15.764,17.172,17.2,16.169,16.89,16.924,16.555,16.27,16.158,15.338,14.325,13.349,12.194,8.618,5.964,,0.198,0.32,0.471,,1.9,0.2,1.0,0.8,1.2,0.0,0.5,0.2,0.3,-28.174,-28.326,-29.512,-29.589,-30.005,-29.718,-30.021,1146+531,792438684637765760,0.0014796328833827695
216881,LQAC_148+032_023,3,CSO   23,RADIO,148.366485721,32.430978039,DR2,148.366485805,32.4309779181,0.084,0.077,-0.015,0.125,0.182,0.168,0.004,0.141,-B-DE--H-JKL-,DR2,1.575,17.277,17.48,16.768,18.106,17.05,,17.38,17.759,17.351,17.136,17.223,16.132,14.812,13.931,12.563,9.472,7.266,0.132,0.081,0.184,0.166,,0.4,0.3,0.3,1.0,0.1,0.0,0.3,1.0,0.6,-28.197,-27.345,-28.429,-28.507,-28.922,-28.635,-28.938,0950+326,793345987887507456,5.046939898915806E-4
218744,LQAC_148+033_018,3,CSO  239,RADIO,148.908079217,33.584428303,DR2,148.9080793973,33.5844284275,0.086,0.073,-0.273,0.118,-0.297,0.157,0.426,0.131,-B--E--HIJKL-,DR12,2.5,17.102,17.222,16.742,18.224,17.37,17.094,17.0,17.457,17.367,17.29,17.034,16.07,14.997,14.41,13.602,10.38,8.116,0.037,0.086,0.055,0.048,,0.4,0.2,0.2,0.3,0.2,0.1,0.0,0.1,0.7,-29.277,-28.484,-29.61,-29.687,-30.102,-29.816,-30.118,0952+338,794971920771995648,7.02338127831192E-4
216084,LQAC_148+035_002,3,CBS 112,ICRF2,148.133442361,35.214556405,DR2,148.1334423188,35.2145563918,0.24,0.155,0.13,0.347,0.111,0.386,0.097,0.325,ABCDE-----KL-,DR12,1.8764,18.513,18.658,18.109,19.42,19.3,18.583,18.96,19.417,19.416,19.01,19.162,,,15.336,14.198,11.219,8.964,0.312,0.334,0.38,0.351,,0.3,1.4,0.3,0.4,0.2,1.1,0.3,0.6,0.3,-26.399,-25.921,-26.786,-26.864,-27.279,-26.992,-27.295,0949+354,796170770701835008,1.3295743091120915E-4
210489,LQAC_146+035_004,3,B2 0942+35B,ICRF2,146.408836286,35.581969031,DR2,146.4088362664,35.5819689626,0.191,0.138,0.017,0.254,0.294,0.3,-0.257,0.27,ABCDE-----KL-,DR12,1.1272,18.509,18.633,18.19,18.344,18.44,18.483,18.35,18.314,18.193,18.075,18.308,,,15.003,13.917,10.816,8.19,0.252,0.258,0.312,0.431,,1.0,0.7,0.9,0.6,1.3,0.1,1.4,0.7,0.4,-25.994,-25.722,,,,,,0942+358,796381911292572928,2.527036401685652E-4
198931,LQAC_142+035_020,3,B2 0927+35,ICRF2,142.730329547,35.060446712,DR2,142.7303304697,35.0604464573,0.971,0.829,2.05,1.326,1.899,1.739,-0.296,1.465,ABCDE----JKL-,DR12,1.0491,20.309,20.297,19.365,,17.95,20.58,18.1,,,,,17.061,15.196,14.95,13.949,10.948,8.679,0.518,0.318,0.39,0.432,,0.7,0.6,0.2,0.7,0.9,1.3,0.2,1.3,0.3,-23.076,-23.104,,,,,,0927+352,798405420707265408,0.00286931306308062
194712,LQAC_141+036_006,3,SDSS 1237660962404106339,ICRF2,141.46604744,36.209909712,DR2,141.4660472936,36.2099096916,0.227,0.216,0.313,0.325,-0.255,0.42,0.02,0.398,AB--E-----KL-,DR12,0.9981,18.968,19.074,18.635,19.439,19.3,18.964,,19.153,18.919,19.12,19.05,,,14.789,13.705,10.799,8.557,,0.184,,0.563,,0.1,0.2,0.2,3.4,0.2,0.2,,,,-24.843,-24.468,,,,,,0922+364,798679233462728576,4.3166617522448703E-4
202587,LQAC_143+036_010,3,GB2 0932+367,ICRF2,143.882666436,36.554879764,DR2,143.8826663107,36.5548795522,0.282,0.332,-0.724,0.4,-1.055,0.512,2.232,0.592,AB-DE---I-KL-,DR12,2.8575,18.896,19.019,18.54,19.685,18.82,18.82,18.5,18.477,18.401,18.396,18.234,,,15.733,15.02,12.022,8.485,0.272,0.313,0.23,0.196,,0.1,0.1,0.3,0.9,0.7,0.1,1.1,0.3,0.6,-28.442,-27.615,-28.845,-28.922,-29.337,-29.051,-29.353,0932+367,798889858658853760,8.441351796320465E-4
213099,LQAC_147+040_003,3,4C 40.24,ICRF2,147.230575635,40.662385273,DR2,147.2305756653,40.6623852365,0.162,0.198,0.227,0.272,0.338,0.293,-0.48,0.359,ABCDE--HIJKL-,DR12,1.249,18.216,18.351,17.849,17.774,17.49,18.175,17.5,17.863,17.608,17.518,17.557,16.708,15.383,14.351,13.079,9.956,7.892,1.4,1.871,1.0,1.205,,0.4,0.2,0.1,1.3,0.9,0.6,1.1,0.7,0.3,-27.218,-26.487,-27.267,-27.735,-28.752,-27.446,-27.788,0945+408,801336924865881728,1.553190531107013E-4
242741,LQAC_155+041_005,3,J1022+4126,ICRF2,155.508431161,41.434825729,DR2,155.5084301321,41.4348262374,0.952,1.139,1.454,2.117,1.133,1.587,-2.141,1.759,AB-------J---,DR12,,20.453,,,,,19.192,,,,,,16.751,14.827,,,,,,,,,,0.1,1.2,0.8,0.9,1.0,0.8,0.5,0.1,0.6,,,,,,,,1019+416,804751187644999424,0.003325757964572613
241456,LQAC_155+043_004,3,87GB 10174+4336,ICRF2,155.113346195,43.348982995,DR2,155.1133462931,43.3489831419,0.177,0.233,0.214,0.33,0.16,0.349,0.357,0.459,AB-DE-----KL-,DR12,1.9619,18.973,19.385,18.29,19.712,19.7,18.877,17.81,19.308,18.979,18.617,18.343,,,15.064,13.738,10.165,8.064,0.11,0.218,0.246,0.2,,1.0,0.4,0.8,0.3,3.1,0.5,0.1,0.7,0.9,-26.148,-26.472,-27.829,-27.907,-28.322,-28.035,-28.338,1017+436,805908591134677248,5.87924065312489E-4
