recno,LQAC,Flag,OName,Nature,RAOdeg,DEOdeg,Source,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Plx,e_Plx,pmRA*,e_pmRA*,pmDE,e_pmDE,Ref,GAIA,z,Gmag2,BPmag,RPmag,umag_1,Bmag_1,Gmag1,Vmag,gmag_1,rmag_1,imag_1,zmag_1,Jmag,Kmag,W1mag,W2mag,W3mag,W4mag,S1_4,S2_3,S5_0,S8_4,S23,I1B,I2B,I3B,I1R,I2R,I3R,I1I,I2I,I3I,BMAG_1a,IMAG_1a,uMAG_1a,gMAG_1a,rMAG_1a,iMAG_1b,zMAG_1a,iers_name,source_id,Separation
182247,LQAC_137+019_023,3,TEX 0908+201,ICRF2,137.889415098,19.970580651,DR2,137.8894127242,19.9705813622,0.133,0.108,-0.303,0.179,-0.155,0.255,-0.044,0.179,AB-DE---IJKL-,DR12,1.64,17.446,17.635,17.067,18.386,18.37,17.352,18.0,18.05,17.843,17.661,17.531,16.633,15.662,14.808,14.039,11.554,8.266,0.339,0.335,0.285,0.125,,0.5,0.6,0.0,0.2,0.4,0.1,0.8,1.1,0.9,-27.082,-26.977,-27.909,-27.987,-28.402,-28.115,-28.418,0908+201,636726706904197120,0.0084300275502649
182984,LQAC_138+022_003,3,SDSS 1237667212121407674,ICRF2,138.103269278,22.085068941,DR2,138.1032694105,22.0850689199,0.53,0.561,0.321,0.412,1.383,0.934,-1.282,0.919,ABCDE----JKL-,DR2,0.9984,19.136,19.348,18.721,19.679,19.91,,18.67,19.423,19.101,19.046,19.133,17.287,16.004,15.227,14.095,11.16,8.623,,0.118,,0.163,,,,,,,,,,,-24.438,-24.634,-25.174,-25.076,-25.4,-24.961,-25.246,0909+222,638764651706565888,4.4846861796123816E-4
209054,LQAC_145+020_023,3,J0943+2028,ICRF2,145.950410308,20.469432925,DR2,145.9504103466,20.4694335224,0.954,0.66,-0.217,1.004,-0.098,1.295,1.269,1.195,AB--------KL-,DR12,1.425,19.781,19.661,19.15,,19.48,19.779,19.29,,19.57,,,,,15.516,14.355,11.528,8.429,,0.093,,0.099,,0.5,0.2,0.0,0.4,0.6,0.1,0.7,0.7,1.3,,,,,,,,0941+206,639640683300611072,0.002154621169726634
219726,LQAC_149+025_004,3,OK 290,ICRF2,149.207814056,25.254458307,DR2,149.2078142453,25.2544584248,0.168,0.187,-0.619,0.279,-0.63,0.318,0.457,0.268,ABCDE--HIJKL-,DR12,0.7076,18.075,18.178,17.693,18.398,16.93,18.049,17.13,17.957,17.948,18.069,17.848,16.528,15.339,12.868,11.708,8.819,6.383,0.9,1.191,1.5,1.066,,1.0,0.2,0.2,0.4,0.1,0.5,0.1,0.9,0.1,-26.323,-24.827,,,,,,0953+254,643509555481026176,7.479776206934767E-4
202461,LQAC_143+024_010,3,SDSS 1237667212123898179,RADIO,143.846972846,24.086756108,DR2,143.8469730018,24.0867560134,0.539,0.424,-0.61,0.754,0.233,0.977,-0.069,0.672,-B-DE-----KL-,DR12,2.7526,19.975,20.079,19.612,21.451,20.08,19.888,19.36,20.179,19.934,20.033,19.725,,,16.762,15.828,11.716,8.072,,,,0.167,,0.5,0.3,0.3,0.6,0.9,0.6,,,,-27.049,-25.912,-27.175,-27.253,-27.668,-27.381,-27.684,0932+243,644501074451506304,6.15057125904173E-4
206185,LQAC_145+026_002,3,B2 0937+26,ICRF2,145.061344893,26.058318375,DR2,145.0613449986,26.0583177132,0.381,0.332,0.056,0.575,-0.416,0.769,0.231,0.55,ABCD-----JKL-,DR12,0.7263,19.267,19.608,18.349,19.86,19.53,18.98,18.98,,18.73,18.05,,16.671,14.756,13.611,12.652,9.879,7.499,0.469,0.428,0.292,0.527,,0.2,0.2,0.5,0.9,0.9,0.4,0.3,0.0,0.3,-23.735,-24.878,,,,,,0937+262,646643644656957056,0.002406679951148349
207416,LQAC_145+027_006,3,SDSS 1237665127455129778,ICRF2,145.450483468,27.477448873,DR2,145.4504832838,27.4774489482,0.464,0.454,0.158,0.485,0.675,0.774,-0.346,0.723,ABCDE------L-,DR12,1.305,19.515,19.613,19.04,19.354,18.62,19.469,,19.269,18.899,18.743,18.57,,,14.475,13.437,10.965,8.964,,0.17,,0.173,,,,,0.5,1.3,2.9,2.0,1.3,0.1,-26.23,-25.373,-26.453,-26.531,-26.946,-26.659,-26.962,0938+277,647644891727622528,6.475135757110234E-4
139811,LQAC_123+009_013,3,SDSS 1237671262805229890,ICRF2,123.872805441,9.911306552,DR2,123.8728041277,9.9113055197,0.452,0.25,-0.206,0.521,-0.491,0.935,0.94,0.572,AB--E-----KL-,DR12,1.6978,19.949,20.162,19.404,20.406,20.48,19.867,,20.137,20.066,19.765,19.611,,,15.898,14.576,11.571,8.206,,0.062,,0.073,,1.3,1.0,1.0,0.1,0.3,0.3,,,,-25.044,-24.954,-25.906,-25.984,-26.399,-26.112,-26.415,0812+100,648532571274356608,0.005958081011046746
146265,LQAC_126+013_007,3,TEX 0822+137,ICRF2,126.2995456,13.542371857,DR2,126.2995457592,13.5423719915,0.397,0.289,0.979,0.664,0.283,0.962,-0.289,0.469,ABCD------KL-,DR12,1.143,19.516,19.628,18.938,19.67,19.44,19.535,19.89,,19.0,18.82,,,,14.213,13.239,10.836,8.1,0.236,0.234,0.223,0.245,,0.8,0.7,0.2,0.2,0.5,0.1,,,,-25.157,-25.058,,,,,,0822+137,651214868545245312,7.383150129273565E-4
134959,LQAC_121+013_010,3,SDSS 1237667210503192676,ICRF2,121.910436997,13.871489351,DR2,121.910437064,13.8714892147,0.211,0.137,-0.169,0.244,-0.282,0.404,0.38,0.285,ABCDE--------,DR12,1.2077,18.39,18.447,18.052,18.438,,18.331,,18.394,18.204,18.229,18.334,,,14.503,13.585,10.826,8.297,,0.153,,0.197,,,,,,,,,,,,-25.732,-26.41,-26.356,-26.812,-26.131,-26.416,0804+140,653676705144499712,5.436719058253477E-4
151721,LQAC_128+015_005,3,SDSS 1237667430088245523,ICRF2,128.205821087,15.902395191,DR2,128.2058211186,15.9023953119,0.29,0.211,-0.126,0.372,-0.36,0.585,0.061,0.39,AB-DE-----KL-,DR12,2.4165,18.379,18.369,17.967,18.901,18.86,18.316,18.21,18.466,18.358,18.366,18.251,,,14.902,13.741,9.678,7.657,,0.313,,0.214,,,,,,,,,,,-27.742,-27.354,-28.375,-28.453,-28.868,-28.581,-28.884,0830+160,657910099788012416,4.489866994631849E-4
156744,LQAC_129+018_016,3,TEX 0836+182,ICRF2,129.878005694,18.046428544,DR2,129.8780054744,18.0464285957,0.125,0.078,0.062,0.161,0.182,0.259,-0.033,0.156,ABCDE---IJKL-,DR12,0.28,17.558,17.825,16.775,18.162,17.9,17.334,16.8,17.656,17.171,16.861,16.562,15.452,13.778,12.859,11.989,9.418,7.282,0.397,0.333,0.325,0.229,,0.0,0.5,0.1,0.7,0.4,0.4,0.1,0.9,0.0,-23.003,-23.842,-24.271,-24.282,-24.399,-24.615,-24.918,0836+182,659428392203602176,7.742752204548921E-4
168620,LQAC_133+020_007,3,OJ 287,ICRF2,133.703645529,20.108511357,DR2,133.7036455089,20.1085113112,0.033,0.02,-0.005,0.033,-0.008,0.062,-0.143,0.046,ABCD----IJKL-,DR12,0.3056,14.647,15.0,14.07,13.75,14.39,14.709,14.0,,15.27,13.75,,13.602,11.83,,,,,1.1,1.473,2.3,1.967,3.05,1.1,0.2,2.3,0.8,0.3,0.0,,,,-26.731,-27.172,,,,,,0851+202,660820614442429056,1.7827092191998752E-4
158653,LQAC_130+018_009,3,DW 0839+18,ICRF2,130.521225711,18.594719598,DR2,130.521225593,18.5947192107,0.102,0.072,-0.355,0.128,-0.14,0.217,0.033,0.136,ABCDE---IJKL-,DR12,1.27,16.748,16.868,16.373,16.945,16.63,16.707,16.36,16.835,16.544,16.517,16.566,15.704,14.545,13.461,12.102,9.198,6.906,1.4,1.083,1.0,0.581,,0.8,0.2,1.0,0.9,0.2,0.6,,,,-28.171,-27.548,,,,,,0839+187,660927404509396224,0.0014511598818741994
148963,LQAC_127+017_007,3,TEX 0826+180,ICRF2,127.270121278,17.904404769,DR2,127.2701201204,17.904406269,0.345,0.218,0.265,0.551,-0.024,0.778,-0.23,0.445,AB-------JKL-,DR12,0.0894,17.884,17.393,16.168,,14.94,17.733,15.03,,12.56,13.29,,14.705,13.604,12.577,12.266,10.765,8.785,0.27,0.099,0.21,0.076,,0.6,0.0,0.8,0.7,0.2,0.3,1.6,0.2,0.4,-23.283,-24.403,,,,,,0826+180,662196275288503424,0.006699512223891392
154270,LQAC_129+021_003,3,J0836+2139,ICRF2,129.067570413,21.650994006,DR2,129.067570582,21.6509943501,0.569,0.343,-1.645,0.608,-2.701,1.008,1.762,0.699,AB--------KL-,DR12,1.595,19.557,19.644,18.971,,20.03,19.419,,,18.93,,,,,15.052,14.019,10.833,8.296,,0.108,,0.108,,0.7,0.3,0.4,0.7,0.0,0.1,0.7,0.3,0.7,,,,,,,,0833+218,664807581044144768,0.0013617377233137065
123683,LQAC_115+017_003,3,TEX 0740+173,ICRF2,115.771278329,17.240114715,DR2,115.7712783922,17.2401143234,0.234,0.203,-0.148,0.261,0.141,0.425,-0.005,0.317,ABCD------KL-,DR12,0.435,18.594,19.023,17.85,18.38,19.16,18.631,18.32,,17.16,17.92,,,,13.713,12.611,9.766,7.472,0.182,0.276,0.252,0.193,,0.3,1.1,0.3,0.2,1.4,0.3,0.2,2.6,0.8,,,,,,,,0740+173,668067903602266624,0.0014263364997642702
126299,LQAC_117+018_003,3,TEX 0747+185,ICRF2,117.501374757,18.386501973,DR2,117.5013747343,18.3865019378,0.39,0.221,-0.301,0.429,-1.413,0.759,-0.148,0.414,ABCDE-----KL-,DR12,1.1618,19.508,19.621,19.077,20.216,19.77,19.501,18.32,20.07,19.653,19.486,19.422,,,13.701,12.515,9.31,6.688,0.152,0.237,0.309,0.263,,0.8,0.4,0.2,1.5,0.9,0.0,,,,-24.921,-24.445,,,,,,0747+185,668612539814646272,1.4855382644620685E-4
132127,LQAC_120+018_012,3,PKS 0759+183,ICRF2,120.700133174,18.163680388,DR2,120.7001332048,18.163680585,0.857,0.478,-0.585,1.003,2.101,1.651,1.195,0.966,ABCD------KL-,DR12,1.586,20.366,20.299,19.743,20.28,21.07,20.254,20.66,,,,,,,16.337,15.259,11.521,8.861,0.6,0.593,0.5,0.472,,0.4,0.0,0.2,,,,,,,-24.246,,,,,,,0759+183,669114535592668544,7.169904875467594E-4
124867,LQAC_116+018_008,3,SDSS 1237661086415324247,RADIO,116.569441292,18.122127161,DR2,116.5694412508,18.1221268116,0.649,0.486,-0.932,0.784,-3.205,1.304,2.888,1.036,-B--E-----KL-,DR12,0.7464,20.0,20.177,19.453,21.546,21.04,19.782,,20.722,20.76,20.628,20.166,,,15.46,14.704,11.586,8.64,,,,,,0.2,0.3,0.0,0.0,1.4,0.3,0.6,1.1,0.3,-22.408,-22.408,-23.12,-23.421,-24.198,-23.37,-23.689,0743+182,671221891361492480,0.0012656418586721124
122252,LQAC_114+017_001,3,PKS 0735+17,ICRF2,114.530807282,17.705277286,DR2,114.5308074155,17.7052772713,0.062,0.048,-0.055,0.067,0.174,0.116,0.138,0.092,ABCD----IJKL-,DR12,0.45,16.21,16.583,15.524,14.99,15.57,15.838,15.1,,15.61,14.08,,14.732,13.025,11.23,10.287,7.765,5.694,2.2,1.486,2.2,0.828,,0.9,0.9,0.2,0.3,0.4,0.3,0.4,0.6,0.7,-26.482,-27.643,,,,,,0735+178,671322427957671168,4.6081742151511993E-4
126558,LQAC_117+019_009,3,SDSS 1237661125071011948,QUASAR,117.666371879,19.329819449,DR2,117.6663766841,19.3298163078,0.18,0.105,0.034,0.212,-0.173,0.347,0.02,0.199,----E-----KL-,DR12,1.924,18.271,18.486,17.827,18.76,19.26,18.222,18.45,18.522,18.316,18.113,17.964,,,15.3,14.145,10.858,7.925,,,,,,0.0,0.8,0.1,0.4,0.9,0.3,,,,-26.632,-26.953,-27.958,-28.035,-28.45,-28.164,-28.466,0747+194,671780954369049216,0.01985758614089962
144977,LQAC_125+022_010,3,PKS 0820+22,ICRF2,125.853163158,22.384246576,DR2,125.853162735,22.3842455141,0.104,0.064,-0.237,0.124,-0.508,0.205,-0.574,0.139,ABCDE---IJKL-,DR12,0.951,17.602,18.038,16.868,20.471,19.78,17.486,19.2,19.961,19.466,18.984,18.603,17.064,15.364,12.871,11.825,9.08,6.839,2.164,1.386,1.61,0.49,,0.5,1.5,0.7,0.7,0.2,0.9,0.2,0.6,0.7,-24.362,-24.577,-25.575,-26.031,-26.479,-26.818,-27.16,0820+225,676375886481155968,0.0040737005189784075
140858,LQAC_124+023_005,3,TEX 0814+240,ICRF2,124.293948904,23.873320011,DR2,124.2939489064,23.8733203672,0.264,0.155,-0.047,0.315,0.604,0.521,0.249,0.328,ABCDE-----KL-,DR12,1.7319,18.948,19.142,18.416,19.194,19.62,18.841,18.49,19.123,18.96,18.714,18.686,,,15.052,13.935,10.717,8.276,0.215,0.153,0.147,0.208,,0.3,0.6,0.1,0.6,0.5,1.0,0.5,0.2,0.9,-26.036,-26.094,-26.986,-27.064,-27.479,-27.192,-27.495,0814+240,677695815826867840,0.0012822133275529762
150274,LQAC_127+024_009,3,B2 0827+24,ICRF2,127.717025795,24.183283445,DR2,127.7170257608,24.1832834394,0.088,0.06,-0.258,0.125,-0.005,0.189,-0.202,0.126,ABCDE--HIJKL-,DR12,0.9405,17.174,17.311,16.875,17.623,17.09,17.102,17.26,17.37,17.109,17.046,16.925,15.615,14.096,12.767,11.529,8.808,6.427,0.6,0.79,0.6,0.956,,0.5,0.7,0.1,0.1,0.5,0.1,0.1,0.7,0.8,-26.984,-26.478,-26.972,-27.027,-27.352,-27.228,-27.531,0827+243,678455544001937024,1.1409738121275719E-4
145817,LQAC_126+024_003,3,B2 0821+24,ICRF2,126.13753873,24.645309956,DR2,126.1375386714,24.645310061,0.363,0.245,1.007,0.481,-0.768,0.755,0.33,0.542,ABCD------KL-,DR12,1.242,19.409,19.622,18.749,19.1,19.33,19.341,18.27,,18.68,18.17,,,,14.983,13.791,10.448,8.159,0.3,0.252,0.288,0.211,,0.7,0.6,0.2,0.6,1.1,1.0,1.5,0.8,0.5,-25.43,-25.852,,,,,,0821+248,679115040523179136,4.237683079906892E-4
138737,LQAC_123+024_005,3,J0813+2435,ICRF2,123.446406982,24.599763738,DR2,123.4464072192,24.5997637259,0.364,0.221,0.695,0.467,-0.933,0.682,-0.171,0.44,AB--------KL-,DR12,1.845,19.242,19.402,18.741,,19.64,19.122,18.5,,19.62,18.17,,,,15.022,14.014,10.767,8.576,,0.278,,0.153,,0.9,0.2,0.8,1.2,0.4,0.6,,,,,,,,,,,0810+247,680796709198595840,7.776208312398911E-4
132064,LQAC_120+025_001,3,SDSS 1237660562431738231,ICRF2,120.673280984,25.153027252,DR2,120.6732803362,25.1530273692,1.242,0.534,1.558,1.176,4.407,2.471,0.073,0.991,ABCDE-----KL-,DR12,1.6694,20.425,20.684,19.809,20.241,20.86,20.494,,20.041,19.945,19.74,19.923,,,15.873,14.857,11.98,8.131,,0.329,,0.159,,1.8,1.4,1.6,0.9,2.7,0.2,,,,-24.593,-24.923,-25.707,-25.785,-26.2,-25.914,-26.216,0759+252,681806718002668672,0.0021525727501550637
138260,LQAC_123+025_008,3,SDSS 1237660958107762995,ICRF2,123.265975325,25.703064447,DR2,123.2659752029,25.7030643482,0.228,0.155,-0.482,0.297,-0.16,0.454,-0.021,0.289,AB--E-----KL-,DR12,2.024,18.778,18.852,18.373,18.893,19.26,18.679,18.36,18.877,18.804,18.68,18.577,,,15.843,14.575,10.89,8.287,,0.503,,0.326,,0.6,0.4,0.9,0.5,0.7,0.6,0.5,0.1,0.3,-26.767,-26.544,-27.484,-27.562,-27.977,-27.69,-27.993,0810+258,682593173759093504,5.322179587140827E-4
142256,LQAC_124+027_012,3,SDSS J08193+2747,ICRF2,124.828565543,27.791858266,DR2,124.8285653793,27.7918581023,0.291,0.193,0.032,0.479,0.183,0.662,0.034,0.34,AB--E----JKL-,DR12,0.3929,19.259,19.381,18.473,19.48,19.69,19.119,18.02,,18.88,18.81,,16.598,14.993,13.487,12.423,9.47,6.937,0.151,0.204,0.158,0.16,,1.0,0.6,0.4,0.4,0.9,0.9,3.0,3.3,3.1,-22.017,-22.657,,,,,,0816+279,683354551201319296,7.867823250017734E-4
170426,LQAC_134+021_003,3,SDSS 1237667111719272717,ICRF2,134.238519834,21.195460636,DR2,134.2385200324,21.19546066,0.322,0.195,0.076,0.363,0.474,0.606,0.431,0.464,ABCDE-----KL-,DR2,2.1064,19.257,19.326,18.733,20.014,20.97,,,19.594,19.477,19.293,19.033,,,15.487,14.334,11.3,8.524,,0.437,,0.306,,0.2,1.6,4.1,0.5,0.9,0.5,,,,-25.092,-26.024,-27.053,-27.131,-27.546,-27.259,-27.562,0854+213,684965580550330880,6.716862696604359E-4
177038,LQAC_136+020_005,3,J0905+2052,RADIO+,136.309738925,20.870362864,DR2,136.3097388809,20.8703631297,0.274,0.205,-0.1,0.354,0.628,0.559,-0.085,0.37,-B--------KL-,DR12,1.155,19.131,19.153,18.671,,19.61,19.036,18.53,,18.84,18.9,,,,15.616,14.396,11.551,8.258,,,,,,0.4,0.2,0.2,0.5,1.0,0.3,0.6,1.6,1.5,,,,,,,,0902+210,685114903677197312,9.679245569276556E-4
176632,LQAC_136+023_002,3,HS 0901+2345,RADIO,136.184739617,23.565026908,DR2,136.184739529,23.5650277604,0.207,0.187,0.205,0.142,0.813,0.343,-0.906,0.304,-B--E--H-JKL-,DR12,2.2571,17.137,17.381,16.597,18.058,17.2,17.042,17.11,17.42,17.3,17.014,16.737,15.768,14.21,13.648,12.723,9.509,7.463,0.107,0.109,0.099,0.039,,0.9,0.8,0.3,2.4,0.1,0.0,2.2,2.8,1.0,-29.099,-28.512,-29.924,-30.002,-30.417,-30.13,-30.433,0901+237,687943947096068608,0.003082170834181976
181698,LQAC_137+025_012,3,TEX 0907+258,RADIO,137.730141646,25.655960183,DR2,137.7301411069,25.6559608792,0.367,0.334,0.631,0.3,1.507,0.622,-0.655,0.54,-B--E--H--KL-,DR12,2.7517,18.195,18.432,17.772,19.584,18.18,18.158,17.79,18.724,18.54,18.383,18.197,,,15.194,14.42,11.153,8.658,0.207,0.138,0.081,0.051,,1.3,0.0,0.0,0.6,0.7,0.7,0.1,0.4,0.8,-29.009,-27.59,-28.783,-28.861,-29.276,-28.989,-29.292,0907+258,688614992786224256,0.0030563764886548275
167413,LQAC_133+028_006,3,MS 08502+2825,RADIO,133.324285158,28.230554581,DR2,133.3242852365,28.2305548024,0.178,0.13,0.115,0.231,-0.071,0.335,-0.188,0.258,-B--E--HIJKL-,DR12,0.9199,18.268,18.467,17.785,18.645,17.61,18.19,17.7,18.308,18.048,17.985,17.767,16.493,15.249,14.03,12.85,10.151,7.707,0.073,0.049,0.037,0.09,,1.0,1.0,1.0,0.6,0.1,0.4,0.3,1.3,1.0,-26.438,-25.513,-26.229,-26.307,-26.722,-26.435,-26.738,0850+284,692978267242160256,8.350689100401987E-4
192985,LQAC_140+028_021,3,TEX 0920+284,ICRF2,140.964680897,28.256950608,DR2,140.9646807358,28.2569503384,0.395,0.32,0.564,0.505,1.391,0.776,-0.152,0.557,AB--E-----KL-,DR12,0.7439,18.988,19.019,17.966,19.725,18.99,19.441,19.48,19.252,19.145,19.09,18.881,,,14.106,13.027,9.904,7.735,0.184,0.202,0.347,0.189,,1.3,1.6,0.7,0.4,1.9,1.3,0.3,0.6,0.7,-24.369,-23.903,-24.473,-24.551,-24.966,-24.679,-24.982,0920+284,695313324998188416,0.001097033116381184
199725,LQAC_142+027_015,3,J0931+2750,ICRF2,142.965761403,27.847391787,DR2,142.9657668211,27.8473888284,0.962,0.638,3.242,1.218,3.63,1.729,-3.172,1.069,AB--E-----KL-,DR2,2.3465,20.564,20.633,20.111,22.081,21.0,,,21.498,21.145,20.91,20.65,,,16.91,15.569,11.919,8.855,,0.103,,0.09,,0.8,0.7,1.4,0.5,0.0,1.4,1.6,1.8,1.4,-21.187,,-26.143,-26.221,-26.636,-26.349,-26.652,0928+280,695894687474722560,0.020270388918646062
201099,LQAC_143+028_009,3,Q J0933+2845,RADIO,143.405341338,28.758976139,DR2,143.4053410201,28.7589763856,0.159,0.124,0.061,0.224,0.176,0.289,-0.082,0.213,-B--E--H-JKL-,DR12,3.4308,17.945,18.36,17.466,24.518,18.78,17.831,17.77,18.661,18.005,17.843,17.726,16.527,15.055,14.038,13.616,10.558,8.057,0.121,0.117,0.068,0.034,,,,,0.2,1.5,2.2,0.0,0.6,1.6,-29.484,-28.783,-29.948,-30.026,-30.441,-30.154,-30.457,0930+289,696230347758665088,0.0013396659786183657
186005,LQAC_138+029_012,3,B2 0912+29,ICRF2,138.968340164,29.556678612,DR2,138.968340176,29.5566785163,0.074,0.044,-0.182,0.093,-0.164,0.105,0.081,0.084,ABCDE---IJKL-,DR12,1.5212,16.018,16.249,15.461,16.497,16.37,15.885,16.0,16.062,15.862,15.64,15.505,14.059,12.715,12.084,11.352,9.077,7.123,,0.155,0.2,0.118,0.18,0.4,0.2,0.2,0.1,0.1,0.4,0.3,0.6,0.7,-28.861,-28.776,-29.952,-30.03,-30.445,-30.159,-30.461,0912+297,698721948482742784,3.4646907861363884E-4
194579,LQAC_141+031_010,3,SDSS J09257+3127,ICRF2,141.431876106,31.453001131,DR2,141.4318762655,31.4530016291,0.722,0.537,0.974,0.754,0.318,0.993,1.46,0.967,ABCDE----JKL-,DR12,0.26,19.035,19.422,18.264,18.73,19.5,18.31,18.15,,17.69,17.54,,16.517,14.765,14.104,13.096,10.266,8.034,0.393,0.282,,0.174,,,,,,,,,,,-21.196,-22.913,,,,,,0922+316,700509750093550208,0.0018590275348959585
192942,LQAC_140+031_032,3,B2 0920+31B,ICRF2,140.949786073,31.131706409,DR2,140.9497862145,31.1317060776,0.27,0.202,0.236,0.342,0.28,0.461,-0.753,0.363,AB-DE---IJKL-,DR12,0.8926,18.51,18.595,18.19,18.735,17.76,18.517,18.0,18.518,18.454,18.544,18.483,16.702,15.944,14.912,13.879,11.0,8.273,0.272,0.118,0.263,0.201,,0.3,0.6,0.5,0.3,1.2,0.9,0.4,0.3,0.1,-26.127,-24.85,-25.394,-25.297,-25.62,-25.182,-25.466,0920+313,700522192615135744,0.0012701367301302545
155356,LQAC_129+024_004,3,B2 0834+25,ICRF2,129.41769036,24.906422696,DR2,129.4176903842,24.9064226574,0.144,0.09,-0.044,0.177,-0.208,0.287,-0.082,0.199,ABCDE--HIJKL-,DR12,1.1254,17.933,18.072,17.588,18.352,17.8,17.888,18.0,18.316,17.983,17.977,18.025,16.623,15.901,15.042,14.046,10.989,8.259,0.6,0.442,0.6,0.434,,0.5,1.1,0.3,0.3,0.6,0.0,1.7,1.3,0.6,-26.755,-25.873,-26.537,-26.841,-27.837,-25.944,-26.247,0834+250,702569208388453120,1.5980575880481917E-4
154376,LQAC_129+027_003,3,OJ 256,ICRF2,129.095369423,27.481259345,DR2,129.0953691383,27.4812594,0.532,0.304,-0.116,0.644,0.642,1.04,-0.925,0.564,ABCDE--HI-KL-,DR12,0.765,19.852,19.796,19.353,20.261,17.42,19.889,18.33,19.709,19.599,19.769,19.394,,,15.222,14.268,11.106,8.597,0.304,0.397,0.45,0.357,,0.2,0.4,0.1,0.1,0.2,0.8,1.8,0.0,0.0,-26.134,-23.331,-24.132,-24.144,-24.968,-23.06,-23.323,0833+276,703893879381864448,9.306951835585659E-4
166445,LQAC_133+028_001,3,B2 0849+28,ICRF2,133.021539904,28.566592045,DR2,133.0215401058,28.5665916585,0.361,0.251,-0.08,0.471,-0.454,0.712,0.397,0.481,ABCDE---I-KL-,DR12,1.2816,19.693,20.007,19.109,19.488,20.16,19.749,20.2,19.348,19.002,18.882,18.762,,,15.241,14.378,11.64,8.802,0.223,0.281,0.336,0.276,,0.3,1.1,0.3,1.0,1.0,0.1,0.2,1.5,3.0,-24.704,-25.221,-26.028,-26.106,-26.521,-26.234,-26.537,0849+287,705008436278288384,0.0015307979278951474
145184,LQAC_125+029_015,3,B2 0820+29,ICRF2,125.921383288,29.47449978,DR2,125.9213830564,29.474500007,0.238,0.169,-0.251,0.321,-0.2,0.485,0.04,0.325,ABCDE-----KL-,DR12,2.368,18.911,19.119,18.486,19.455,19.08,18.887,18.48,18.69,18.816,18.7,18.466,,,15.756,14.866,11.695,8.144,0.502,0.424,0.4,0.322,,0.4,0.4,0.2,0.3,0.1,0.2,0.0,1.6,0.6,-27.485,-26.98,-28.035,-28.113,-28.528,-28.241,-28.544,0820+296,708335214866228096,0.001092950643297273
182435,LQAC_137+033_025,3,SDSS J09117+3349,ICRF2,137.949006182,33.82133171,DR2,137.9490061818,33.8213315977,0.205,0.146,0.291,0.351,-0.485,0.449,-0.105,0.318,ABCDE----JKL-,DR12,0.4561,18.683,18.991,17.744,19.01,19.58,18.638,18.45,,18.26,17.54,,16.78,14.959,13.678,12.895,10.242,7.872,0.391,0.391,,0.24,,0.2,2.7,0.2,0.1,1.8,0.9,0.7,0.9,1.1,-22.44,-24.185,,,,,,0908+340,713936887309214720,4.041953409592441E-4
184948,LQAC_138+035_015,3,B2 0911+35A,ICRF2,138.664264769,35.201275335,DR2,138.6642649571,35.2012751169,0.598,0.436,-0.348,0.905,1.304,1.182,0.125,0.902,ABCDE-----KL-,DR12,1.0734,20.396,20.355,19.861,19.478,19.89,20.252,19.69,19.512,19.148,19.078,19.261,,,15.544,14.219,11.282,8.886,0.244,0.167,0.307,0.152,,0.9,2.7,2.9,0.9,0.5,0.4,,,,-24.438,-24.635,-25.181,-24.991,-24.936,-25.089,-25.374,0911+354,714674895832769024,9.604065625106999E-4
173206,LQAC_135+041_002,3,SDSS 1237657630587551962,ICRF2,135.089307687,41.139719187,DR2,135.089307585,41.1397192568,0.622,0.437,0.515,0.938,1.066,1.375,-0.524,0.871,AB--E-----KL-,DR12,1.629,20.354,20.401,19.724,19.278,20.18,20.211,,18.79,18.421,18.097,17.813,,,15.968,14.826,11.797,8.891,,0.286,,0.304,,0.3,1.2,0.2,0.0,0.6,0.5,1.7,1.1,1.8,-25.172,-26.485,-27.766,-27.843,-28.258,-27.972,-28.274,0857+413,720542989390514304,3.7364716779773253E-4
254802,LQAC_159+022_005,3,OL 256,ICRF2,159.137419427,22.053390633,DR2,159.1374196032,22.0533902122,0.172,0.173,0.112,0.208,0.296,0.382,0.314,0.345,AB--E-----KL-,DR12,0.5949,18.07,18.336,17.529,19.331,20.18,17.766,18.98,18.86,18.941,18.724,18.665,,,13.84,12.695,10.622,8.619,0.365,0.234,0.33,0.2,,0.2,0.1,0.2,1.3,0.2,0.4,,,,-22.529,-23.644,-24.167,-24.196,-24.403,-24.476,-24.779,1033+223,721371333963078400,0.0016251036436607913
247800,LQAC_157+024_001,3,SDSS 1237667322172211259,ICRF2,157.088582866,24.022715376,DR2,157.0885830379,24.0227148781,0.321,0.46,-0.682,0.491,0.146,0.719,1.14,0.786,AB-DE-----KL-,DR12,1.8733,19.086,19.057,18.698,19.201,19.72,19.007,19.04,19.315,19.366,19.061,19.034,,,16.135,15.302,11.615,8.488,,0.208,,0.114,,,,,,,,,,,-25.994,-25.874,-26.824,-26.902,-27.317,-27.03,-27.333,1025+242,722779052444073216,0.0018793905898194772
